Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT,'7929707462756,handle,pt-PT,,,"jet-h-harness","jeto-h-cinturão"
PRODUCT,'7929707462756,product_type,pt-PT,,,"Dog Harness","Morcego Esmorzal"
PRODUCT,'7929707659364,title,pt-PT,,,"JET ADJUSTABLE AIR MESH HARNESS","JORNALE AJUSTÁVEL DE AR MAIORCA DE MARCENARIA"
PRODUCT,'7929707659364,body_html,pt-PT,,,"<p class=""MsoNormal""><span lang=""EN-US"" style=""mso-ansi-language: EN-US;"">The Jet Adjustable Air Mesh Harness was made with a non heating fabric, the aerated weave that allows the dog's skin and fur to breathe. It is adjustable both at the belly and the neck and has a D-ring to attach the leash on the back. It is recommended to avoid contact with rough or sharp surfaces.</span></p>","<p class=\""MsoNormal\""><span lang=\""PT-PT\"" style=\""mso-ansi-language: PT-PT;\"">O Jet Adjustável Harness de Mesh Aerado foi feito com um tecido não aquecido, a estrutura aerada que permite respirar à pele e pelagem do cachorro. É ajustável tanto no barriga quanto no pescoço e possui uma anel D para atachar o laço no costas. Recomenda-se evitar contato com superfícies rústicas ou afiadas.</span></p>"
PRODUCT,'7929707659364,handle,pt-PT,,,"jet-adjustable-air-mesh-harness","jaqueta-ajustável-mala-de-ar-rede-de-cinto"
PRODUCT,'7929707659364,product_type,pt-PT,,,"Dog Harness","Morcego Esmorzal"
PRODUCT,'7929707790436,title,pt-PT,,,"JET CAT COLLAR","COLAR DE JET GATO"
PRODUCT,'7929707790436,body_html,pt-PT,,,"<p class=""MsoNormal""><span lang=""EN-US"" style=""mso-ansi-language: EN-US;"">The cat collar Jet from Zee.Cat has a breakaway lock, that opens in case your cat gets tangled, and it is 100% adjustable. </span></p>","<p class=\""MsoNormal\""><span lang=\""PT-PT\"" style=\""mso-ansi-language: PT-PT;\"">A colar de gato Jet da Zee.Cat tem uma travessão de quebra, que se abre caso o seu gato se enreda e é 100% ajustável.</span></p>"
PRODUCT,'7929707790436,handle,pt-PT,,,"jet-cat-collar","jet-cachorro-colar"
PRODUCT,'7929707790436,product_type,pt-PT,,,"Cat Collar","Colar de Gato"
PRODUCT,'7929707987044,title,pt-PT,,,"NEOPRO LYRA CAT COLLAR","COLLARETA LIRA DE GATO NEOPRO"
PRODUCT,'7929707987044,body_html,pt-PT,,,"<p>The NeoPro cat collar is another great release from Zee.Dog. The collar features a new technology with ultra-protection, made of PVC rubber called NeoPro, which is resistant to water and weather conditions, preventing the collar from getting dirty, wet, or scratched.</p>","<p>A colar de NeoPro do cachorro Zee.Dog é outra boa libertação da empresa. O colar apresenta uma nova tecnologia com proteção ultra, feito de PVC chamado NeoPro, que é resistente à água e as condições climáticas, impedindo que o colar se enjarre, moiste ou marque.</p>"
PRODUCT,'7929707987044,handle,pt-PT,,,"neopro-lyra-cat-collar","neopro-lira-gato-colar"
PRODUCT,'7929707987044,product_type,pt-PT,,,"Cat Collar","Colar de Gato"
PRODUCT,'7929708871780,title,pt-PT,,,"NEOPRO IRIS CAT COLLAR","NEOPRO OLO IRIS GATO COLAR"
PRODUCT,'7929708871780,body_html,pt-PT,,,"<p>The NeoPro cat collar is another great release from Zee.Dog. The collar features a new technology with ultra-protection, made of PVC rubber called NeoPro, which is resistant to water and weather conditions, preventing the collar from getting dirty, wet, or scratched.</p>","<p>A colar de NeoPro do cachorro Zee.Dog é outra boa libertação da empresa. O colar apresenta uma nova tecnologia com proteção ultra, feito de PVC chamado NeoPro, que é resistente à água e as condições climáticas, impedindo que o colar se enjarre, moiste ou marque.</p>"
PRODUCT,'7929708871780,handle,pt-PT,,,"neopro-iris-cat-collar","neopro-olho-gato-colar"
PRODUCT,'7929708871780,product_type,pt-PT,,,"Cat Collar","Colar de Gato"
PRODUCT,'7929709166692,title,pt-PT,,,"NEOPRO APEX CAT COLLAR","NEOPRO CIM AFIM DE COLARETA DE CACHORRO"
PRODUCT,'7929709166692,body_html,pt-PT,,,"<p>The NeoPro cat collar is another great release from Zee.Dog. The collar features a new technology with ultra-protection, made of PVC rubber called NeoPro, which is resistant to water and weather conditions, preventing the collar from getting dirty, wet, or scratched.</p>","<p>A colar de NeoPro do cachorro Zee.Dog é outra boa libertação da empresa. O colar apresenta uma nova tecnologia com proteção ultra, feito de PVC chamado NeoPro, que é resistente à água e as condições climáticas, impedindo que o colar se enjarre, moiste ou marque.</p>"
PRODUCT,'7929709166692,handle,pt-PT,,,"neopro-apex-cat-collar","neopro-apex-gato-colar"
PRODUCT,'7929709166692,product_type,pt-PT,,,"Cat Collar","Colar de Gato"
PRODUCT,'7929709396068,title,pt-PT,,,"NEOPRO TIDAL CAT COLLAR","COLARETA NEOPRO TIDAL PARA GATOS"
PRODUCT,'7929709396068,body_html,pt-PT,,,"<p>The NeoPro cat collar is another great release from Zee.Dog. The collar features a new technology with ultra-protection, made of PVC rubber called NeoPro, which is resistant to water and weather conditions, preventing the collar from getting dirty, wet, or scratched.</p>","<p>A colar de NeoPro do cachorro Zee.Dog é outra boa libertação da empresa. O colar apresenta uma nova tecnologia com proteção ultra, feito de PVC chamado NeoPro, que é resistente à água e as condições climáticas, impedindo que o colar se enjarre, moiste ou marque.</p>"
PRODUCT,'7929709396068,handle,pt-PT,,,"neopro-tidal-cat-collar","neopro-maré-reta-collar-de-gato"
PRODUCT,'7929709396068,product_type,pt-PT,,,"Cat Collar","Colar de Gato"
PRODUCT,'7929709658212,title,pt-PT,,,"ORBIT RUFF LEASH","ORBITA CUFA DE LABRADO"
PRODUCT,'7929709658212,body_html,pt-PT,,,"<p class=""MsoNormal""><span lang=""EN-US"" style=""mso-ansi-language: EN-US;"">The Zee.Dog Ruff Leash 2.0 is perfect for dogs that think they are buffaloes. Its shock absorber spring absorbs the pulling impact, relieving the tension on the shoulders and wrists.<span style=""mso-spacerun: yes;"">  </span></span></p>","<p class=\""MsoNormal\""><span lang=\""PT-PT\"" style=\""mso-ansi-language: PT-PT;\"">A Corrente de Rufar Zee.Dog 2.0 é perfeita para cães que acreditam ser búfalos. Sua ressalva de choque absorve o impacto do arranhão, aliviando a tensão nos ombros e punhos.<span style=\""mso-spacerun: yes;\"">  </span></span></p>"
PRODUCT,'7929709658212,handle,pt-PT,,,"orbit-ruff-leash","orbit-ruff-fiaque"
PRODUCT,'7929709658212,product_type,pt-PT,,,"Dog Leash","Cachorro ao Passeio"
PRODUCT,'7929709854820,title,pt-PT,,,"YOKO RUFF LEASH","YOKO LURO COLOCAÇÃO DE PELECA"
PRODUCT,'7929709854820,body_html,pt-PT,,,"<p class=""MsoNormal""><span lang=""EN-US"" style=""mso-ansi-language: EN-US;"">The Zee.Dog Ruff Leash 2.0 is perfect for dogs that think they are buffaloes. Its shock absorber spring absorbs the pulling impact, relieving the tension on the shoulders and wrists.<span style=""mso-spacerun: yes;"">  </span></span></p>","<p class=\""MsoNormal\""><span lang=\""PT-PT\"" style=\""mso-ansi-language: PT-PT;\"">A Corrente de Rufar Zee.Dog 2.0 é perfeita para cães que acreditam ser búfalos. Sua ressalva de choque absorve o impacto do arranhão, aliviando a tensão nos ombros e punhos.<span style=\""mso-spacerun: yes;\"">  </span></span></p>"
PRODUCT,'7929709854820,handle,pt-PT,,,"yoko-ruff-leash","yoko-roupa-fita"
PRODUCT,'7929709854820,product_type,pt-PT,,,"Dog Leash","Cachorro ao Passeio"
PRODUCT,'7929712836708,title,pt-PT,,,"AIRTAG HOLDER GOTHAM","AIRTAG HOLDER GOTHAM"" --> ""AGARRA-SE DE AIRTAG HOLDER GOTHAM"
PRODUCT,'7929712836708,body_html,pt-PT,,,"<p class=""MsoNormal""><span lang=""EN-US"" style=""mso-ansi-language: EN-US;"">The Gotham AirTag case is designed to protect your Apple AirTag and attach it to your pet's collar or harness. It is made of silicone and features two small loops that secure it to your dog or cat's accessory. AirTag not included.</span></p>","<p class=\""MsoNormal\""><span lang=\""PT-PT\"" style=\""mso-ansi-language: PT-PT;\"">O caso Gotham para o AirTag de Apple é projetado para proteger seu AirTag e anexá-lo ao colar ou correnteiro do seu animal de estimação. É feito de silicone e apresenta duas pequenas laços que o seguram no acessório do seu cão ou gato. O AirTag não está incluído.</span></p>"
PRODUCT,'7929712836708,handle,pt-PT,,,"airtag-holder-gotham","atag-apoio-gótico"
PRODUCT,'7929712836708,product_type,pt-PT,,,"Airtag Holder","Marcador Airtag"
PRODUCT,'7929713393764,title,pt-PT,,,"AIRTAG HOLDER LIME","AQUEIRETE SUPORTE LIMONADA"
PRODUCT,'7929713393764,body_html,pt-PT,,,"<p class=""MsoNormal""><span lang=""EN-US"" style=""mso-ansi-language: EN-US;"">The Lime AirTag case is designed to protect your Apple AirTag and attach it to your pet's collar or harness. It is made of silicone and features two small loops that secure it to your dog or cat's accessory. AirTag not included.</span></p>","<p class=\""MsoNormal\""><span lang=\""PT-PT\"" style=\""mso-ansi-language: PT-PT;\"">O caso Lime AirTag é projetado para proteger seu Apple AirTag e anexá-lo ao colar ou correnteiro de seu animal de estimação. É feito de silicone e apresenta duas pequenas laços que o seguram a seu cachorro ou gato de acessórios. AirTag não incluso.</span></p>"
PRODUCT,'7929713393764,handle,pt-PT,,,"airtag-holder-lime","airtag-holdedor-verde"
PRODUCT,'7929713393764,product_type,pt-PT,,,"Airtag Holder","Marcador Airtag"
PRODUCT,'7929713852516,title,pt-PT,,,"AIRTAG HOLDER JELLY","AITAGA APOIO JELATINA"
PRODUCT,'7929713852516,body_html,pt-PT,,,"<p class=""MsoNormal""><span style=""mso-ansi-language: EN-US;"" lang=""EN-US"">The Jelly AirTag case is designed to protect your Apple AirTag and attach it to your pet's collar or harness. It is made of silicone and features two small loops that secure it to your dog or cat's accessory. AirTag not included.</span></p>","<p class=\""MsoNormal\""><span style=\""mso-ansi-language: PT-PT;\"">O caso Jelly AirTag é projetado para proteger o seu Apple AirTag e fixá-lo ao colar ou correia do seu animal de estimação. Foi fabricado em silicone e contém duas pequenas agulhas que o mantêm seguro no acessório do seu cachorro ou gato. O AirTag não é incluído.</span></p>"
PRODUCT,'7929713852516,handle,pt-PT,,,"airtag-holder-jelly","airtag-suportador-gelatinoso"
PRODUCT,'7929713852516,product_type,pt-PT,,,"Airtag Holder","Marcador Airtag"
PRODUCT,'7929726632036,title,pt-PT,,,"YACHT COLLAR","COLAR DE YACHT"
PRODUCT,'7929726632036,body_html,pt-PT,,,"<p>The Yacht dog collar is another exclusive release from Zee.Dog. The collars have a soft texture, a 4-point safety buckle, and an adjustable fit for your dog's neck.</p>
<p> </p>
<p> </p>","<p>A colar de Yacht do cachorro é outra libertação exclusiva da Zee.Dog. As colares possuem uma textura suave, um corrimão de segurança com quatro pontas e uma ajustável para o pescoço do seu cachorro.</p>\n<p> </p>\n<p> </p>"
PRODUCT,'7929726632036,handle,pt-PT,,,"yacht-collar","yatch-colar"
PRODUCT,'7929726632036,product_type,pt-PT,,,"Dog Collar","Collar de Cachorro"
PRODUCT,'7929726959716,title,pt-PT,,,"WOOZER COLLAR","COLAR WOOZER"
PRODUCT,'7929726959716,body_html,pt-PT,,,"<p>The Woozer dog collar is another exclusive release from Zee.Dog. The collars have a soft texture, a 4-point safety buckle, and an adjustable fit for your dog's neck.</p>
<p> </p>
<p> </p>","<p>A colar de cachorro Woozer da Zee.Dog é outra libertação exclusiva. As colares possuem um tecido suave, uma fecho de segurança a 4 pontos e um ajuste adaptável para o pescoço do seu cachorro.</p>\n<p> </p>\n<p> </p>"
PRODUCT,'7929726959716,handle,pt-PT,,,"woozer-collar","woozer-colar"
PRODUCT,'7929726959716,product_type,pt-PT,,,"Dog Collar","Collar de Cachorro"
PRODUCT,'7929727418468,title,pt-PT,,,"BLOOM COLLAR","COLAR BLOOM"
PRODUCT,'7929727418468,body_html,pt-PT,,,"<p>The Bloom dog collar is another exclusive release from Zee.Dog. The collars have a soft texture, a 4-point safety buckle, and an adjustable fit for your dog's neck.</p>
<p> </p>
<p> </p>","<p>A colar de cachorro Bloom da Zee.Dog é outra libertação exclusiva. Os colares possuem um tecido macio, uma correia de segurança com 4 pontas e um ajuste adaptável para o pescoço do seu cachorro.</p>\n<p> </p>\n<p> </p>"
PRODUCT,'7929727418468,handle,pt-PT,,,"bloom-collar","colar-flor"
PRODUCT,'7929727418468,product_type,pt-PT,,,"Dog Collar","Collar de Cachorro"
PRODUCT,'7929728860260,title,pt-PT,,,"YACHT LEASH","Amarras JIÁT"
PRODUCT,'7929728860260,body_html,pt-PT,,,"<p class=""MsoNormal""><span lang=""EN-US"" style=""mso-ansi-language: EN-US;"">The Zee.Dog leash is a premium product: soft polyester webbing, very resistant Hook, exclusive design and extremely comfortable. </span></p>","<p class=\""MsoNormal\""><span lang=\""PT-PT\"" style=\""mso-ansi-language: PT-PT;\"">A coroa Zee.Dog é um produto de qualidade superior: fita de poliéster suave, agarradouro resistente, design exclusivo e extremamente confortável.</span></p>"
PRODUCT,'7929728860260,handle,pt-PT,,,"yacht-leash","yatch-fio"
PRODUCT,'7929728860260,product_type,pt-PT,,,"Dog Leash","Cachorro ao Passeio"
PRODUCT,'7929729941604,title,pt-PT,,,"WOOZER LEASH","ARIAZAR FIO DE COLAR"
PRODUCT,'7929729941604,body_html,pt-PT,,,"<p class=""MsoNormal""><span lang=""EN-US"" style=""mso-ansi-language: EN-US;"">The Zee.Dog leash is a premium product: soft polyester webbing, very resistant Hook, exclusive design and extremely comfortable. </span></p>","<p class=\""MsoNormal\""><span lang=\""PT-PT\"" style=\""mso-ansi-language: PT-PT;\"">A coroa Zee.Dog é um produto de qualidade superior: fita de poliéster suave, agarradouro resistente, design exclusivo e extremamente confortável.</span></p>"
PRODUCT,'7929729941604,handle,pt-PT,,,"woozer-leash","woozer-fio"
PRODUCT,'7929729941604,product_type,pt-PT,,,"Dog Leash","Cachorro ao Passeio"
PRODUCT,'7929730269284,title,pt-PT,,,"BLOOM LEASH","FIO DA FLORESTA"
PRODUCT,'7929730269284,body_html,pt-PT,,,"<p class=""MsoNormal""><span lang=""EN-US"" style=""mso-ansi-language: EN-US;"">The Zee.Dog leash is a premium product: soft polyester webbing, very resistant Hook, exclusive design and extremely comfortable. </span></p>","<p class=\""MsoNormal\""><span lang=\""PT-PT\"" style=\""mso-ansi-language: PT-PT;\"">A coroa Zee.Dog é um produto de qualidade superior: fita de poliéster suave, agarradouro resistente, design exclusivo e extremamente confortável.</span></p>"
PRODUCT,'7929730269284,handle,pt-PT,,,"bloom-leash","flor-caderneta"
PRODUCT,'7929730269284,product_type,pt-PT,,,"Dog Leash","Cachorro ao Passeio"
PRODUCT,'7929731448932,title,pt-PT,,,"AVOCADO RUFF LEASH","LECHO RUGIR DE AÇOCA"
PRODUCT,'7929731448932,body_html,pt-PT,,,"<p class=""MsoNormal""><span lang=""EN-US"" style=""mso-ansi-language: EN-US;"">The Zee.Dog Ruff Leash 2.0 is perfect for dogs that think they are buffaloes. Its shock absorber spring absorbs the pulling impact, relieving the tension on the shoulders and wrists.<span style=""mso-spacerun: yes;"">  </span></span></p>","<p class=\""MsoNormal\""><span lang=\""PT-PT\"" style=\""mso-ansi-language: PT-PT;\"">A Corrente de Rufar Zee.Dog 2.0 é perfeita para cães que acreditam ser búfalos. Sua ressalva de choque absorve o impacto do arranhão, aliviando a tensão nos ombros e punhos.<span style=\""mso-spacerun: yes;\"">  </span></span></p>"
PRODUCT,'7929731448932,handle,pt-PT,,,"avocado-ruff-leash","abóbora-ruff-corrente"
PRODUCT,'7929731448932,product_type,pt-PT,,,"Dog Leash","Cachorro ao Passeio"
PRODUCT,'7929733906532,title,pt-PT,,,"YACHT H-HARNESS","JANGAS S-ATRIBUIÇÃO-S"
PRODUCT,'7929733906532,body_html,pt-PT,,,"<p class=""MsoNormal""><span lang=""EN-US"" style=""mso-ansi-language: EN-US;"">The Yacht H-Harness by Zee.Dog is made of durable polyester, the same material used in seat belts. It is easily adjustable both at the neck and waist, making it easy to adapt, and features two positions for attaching the leash. Like with seat belts, it is recommended to avoid contact with rough or sharp surfaces, such as bites.</span></p>","<p class=\""MsoNormal\""><span lang=\""PT-PT\"" style=\""mso-ansi-language: PT-PT;\"">A H-Escova do Yatch pela Zee.Dog é fabricada em poliéster resistente, o mesmo material utilizado nos cinturões de segurança. É facilmente ajustável tanto no pescoço como na cintura, tornando fácil adaptar e apresenta duas posições para atachar o laço. Como com os cinturões de segurança, é recomendado evitar contato com superfícies rústicas ou abrasivas, como mordidas.</span></p>"
PRODUCT,'7929733906532,handle,pt-PT,,,"yacht-h-harness","jangada-h-bequipa"
PRODUCT,'7929733906532,product_type,pt-PT,,,"Dog Harness","Morcego Esmorzal"
PRODUCT,'7929734103140,title,pt-PT,,,"WOOZER H-HARNESS","WOÓSER H-CINTURAO"
PRODUCT,'7929734103140,body_html,pt-PT,,,"<p>The Woozer H-Harness by Zee.Dog is made of durable polyester, the same material used in seat belts. It is easily adjustable both at the neck and waist, making it easy to adapt, and features two positions for attaching the leash. Like with seat belts, it is recommended to avoid contact with rough or sharp surfaces, such as bites.</p>","<p>A H-Correia Woozer da Zee.Dog é feita de poliéster durável, o mesmo material utilizado em cintas de segurança automobilísticas. É facilmente ajustável tanto no pescoço como no tórax, fazendo-o fácil de adaptar, e apresenta duas posições para anexar o laço. Como com as cintas de segurança, é recomendado evitar contato com superfícies rugosas ou pontudas, como mordidas.</p>"
PRODUCT,'7929734103140,handle,pt-PT,,,"woozer-h-harness","woozer-f-caixa"
PRODUCT,'7929734103140,product_type,pt-PT,,,"Dog Harness","Morcego Esmorzal"
PRODUCT,'7929734299748,title,pt-PT,,,"BLOOM H-HARNESS","BLOOM H-ARBICÁRIO"
PRODUCT,'7929734299748,body_html,pt-PT,,,"<p class=""MsoNormal""><span lang=""EN-US"" style=""mso-ansi-language: EN-US;"">The Bloom H-Harness by Zee.Dog is made of durable polyester, the same material used in seat belts. It is easily adjustable both at the neck and waist, making it easy to adapt, and features two positions for attaching the leash. Like with seat belts, it is recommended to avoid contact with rough or sharp surfaces, such as bites.</span></p>","<p class=\""MsoNormal\""><span lang=\""PT-PT\"" style=\""mso-ansi-language: PT-PT;\"">O Harness H-Bloom da Zee.Dog é feito de poliester resistente, o mesmo material utilizado nos cinturões de segurança. É facilmente ajustável tanto no pescoço quanto na cintura, tornando-o fácil de adaptar, e apresenta duas posições para anexar a corrente do leigo. Como os cinturões de segurança, é recomendado evitar qualquer contato com superfícies rústicas ou afiadas, como mordidas.</span></p>"
PRODUCT,'7929734299748,handle,pt-PT,,,"bloom-h-harness","bloom-f-arnês"
PRODUCT,'7929734299748,product_type,pt-PT,,,"Dog Harness","Morcego Esmorzal"
PRODUCT,'7929933594724,title,pt-PT,,,"YACHT ADJUSTABLE AIR MESH HARNESS","IATUADAJUSTÁVEL AIR MESH COLAR CINTURON"
PRODUCT,'7929933594724,body_html,pt-PT,,,"<p class=""MsoNormal""><span lang=""EN-US"" style=""mso-ansi-language: EN-US;"">The <span style=""mso-spacerun: yes;"">Yacht </span>Adjustable Air Mesh Harness was made with a non heating fabric, the aerated weave that allows the dog's skin and fur to breathe. It is adjustable both at the belly and the neck and has a D-ring to attach the leash on the back. It is recommended to avoid contact with rough or sharp surfaces.</span></p>","<p class=\""MsoNormal\""><span lang=\""PT-PT\"" style=\""mso-ansi-language: PT-PT;\"">O <span style=\""mso-spacerun: yes;\"">Iate </span>Adjustável Air Mesh Colar foi feito com um tecido não aquecido, a teia aerada que permite que a pele e o peludo do cão respirem. É ajustável tanto no barriga quanto no pescoço e possui um anel D para atachar a mordaza na espinha. Recomenda-se evitar contato com superfícies rústicas ou agudas.</span></p>"
PRODUCT,'7929933594724,handle,pt-PT,,,"yacht-adjustable-air-mesh-harness","jacta-ajustável-rede-ar-mochila"
PRODUCT,'7929933594724,product_type,pt-PT,,,"Dog Harness","Morcego Esmorzal"
PRODUCT,'7929939263588,title,pt-PT,,,"WOOZER ADJUSTABLE AIR MESH HARNESS","WOÖZER AJUSTÁVEL MALHA DE AR CINTURão AJUSTÁVEL"
PRODUCT,'7929939263588,body_html,pt-PT,,,"<p class=""MsoNormal""><span lang=""EN-US"" style=""mso-ansi-language: EN-US;"">The Woozer<span style=""mso-spacerun: yes;""> </span>Adjustable Air Mesh Harness was made with a non heating fabric, the aerated weave that allows the dog's skin and fur to breathe. It is adjustable both at the belly and the neck and has a D-ring to attach the leash on the back. It is recommended to avoid contact with rough or sharp surfaces.</span></p>","<p class=\""MsoNormal\""><span lang=\""PT-PT\"" style=\""mso-ansi-language: PT-PT;\"">O Harness de Mesa Ajustável em Malha de Ar Air Woozer foi feito com um tecido não aquecido, uma malha aerada que permite que a pele e pelos do cão respirem. É ajustável tanto na barriga como no pescoço e possui um anel D para atachar o colar ao dorso. Recomenda-se evitar qualquer contato com superfícies rugosas ou afiadas.</span></p>"
PRODUCT,'7929939263588,handle,pt-PT,,,"woozer-adjustable-air-mesh-harness","woozer-ajustável-rede-malla-correia-cão"
PRODUCT,'7929939263588,product_type,pt-PT,,,"Dog Harness","Morcego Esmorzal"
PRODUCT,'7929949651044,title,pt-PT,,,"BLOOM ADJUSTABLE AIR MESH HARNESS","FLORES AJUSTÁVEL ARTEFATO TECIDA DE LINHA FÉRREA"
PRODUCT,'7929949651044,body_html,pt-PT,,,"<p class=""MsoNormal""><span lang=""EN-US"" style=""mso-ansi-language: EN-US;"">The Bloom<span style=""mso-spacerun: yes;""> </span>Adjustable Air Mesh Harness was made with a non heating fabric, the aerated weave that allows the dog's skin and fur to breathe. It is adjustable both at the belly and the neck and has a D-ring to attach the leash on the back. It is recommended to avoid contact with rough or sharp surfaces.</span></p>","<p class=\""MsoNormal\""><span lang=\""PT-PT\"" style=\""mso-ansi-language: PT-PT;\"">A Harness Ajustável de Ar Livre Bloom foi feita com um tecido não aquecido, uma malha aerada que permite que a pele e pelos do cachorro respirem. É ajustável tanto no Barriga como no Pescoço e possui um anel D para atar o cinto de paseio na costas. Recomenda-se evitar qualquer contato com superfícies rugosas ou pontiagudas.</span></p>"
PRODUCT,'7929949651044,handle,pt-PT,,,"bloom-adjustable-air-mesh-harness","ajustável-reboque-tela-de-ar-mala-de-floristeria"
PRODUCT,'7929949651044,product_type,pt-PT,,,"Dog Harness","Morcego Esmorzal"
PRODUCT,'7929955811428,title,pt-PT,,,"AVOCADO SOFTER WALK HARNESS","AVOCADA SOFT WALK HÁRNESSE"
PRODUCT,'7929955811428,body_html,pt-PT,,,"<p class=""MsoNormal""><span lang=""EN-US"" style=""mso-ansi-language: EN-US;"">The Avocado Antipull SofterWalk-Harness is perfect for dogs that like to pull. In addition to providing maximum comfort during walks, it features two options for attaching the leash: one at the chest - reducing the impact and discomfort of strong pulls - and one on the back, along with a control handle, if you prefer a standard harness configuration. It has fully adjustable straps and our buckle with 4-point safety lock system. Super Closure with a four-point security lock.</span></p>","<p class=\""MsoNormal\""><span lang=\""PT-PT\"" style=\""mso-ansi-language: PT-PT;\"">A Almofada Antipuxada SoftWalk-Cintura é ideal para cães que gostam de puxar. Além de proporcionar máxima conforto durante as caminhadas, apresenta duas opções para anexar o laço: uma no peito - reduzindo o impacto e a desconforto das fortes tracções - e outra na costela, juntamente com um manivelha de controle, se preferir uma configuração de cinturão de caminhada padrão. Tem faixas ajustáveis totalmente e nossa paleta com sistema de fechamento seguro de 4 pontos. Fecho Super com sistema de fechamento seguro de 4 pontos.</span></p>"
PRODUCT,'7929955811428,handle,pt-PT,,,"avocado-softer-walk-harness","avocado-maquilhagem-calçada-cinturão"
PRODUCT,'7929955811428,product_type,pt-PT,,,"Dog Harness","Morcego Esmorzal"
PRODUCT,'7930979582052,title,pt-PT,,,"SCOTT KEYCHAIN","SCOTT CHAVETA"
PRODUCT,'7930979582052,body_html,pt-PT,,,"",""
PRODUCT,'7930979582052,handle,pt-PT,,,"scott-keychain","scott-chavefoneira"
PRODUCT,'7930979582052,product_type,pt-PT,,,"Keychain","Chaveiro"
PRODUCT,'7931033026660,title,pt-PT,,,"LORDS OF ZEE.TOWN SKULL WHITE STICKER","LORDS OF ZEE.TOWN CALAVERA BRANCA ETiqueta"
PRODUCT,'7931033026660,body_html,pt-PT,,,"",""
PRODUCT,'7931033026660,handle,pt-PT,,,"lords-of-zee-town-skull-white-sticker","senhores-da-vila-de-zee-cidade-boneca-branca-etiqueta"
PRODUCT,'7931033026660,product_type,pt-PT,,,"Sticker","Adesivo"
PRODUCT,'7931036762212,title,pt-PT,,,"LORDS OF ZEE.TOWN SKULL BLUE STICKER","SEJORES_DA_ZEE.TOWN CRÂNIO AZUL ETiqueta"
PRODUCT,'7931036762212,body_html,pt-PT,,,"<p><span>Celebrating the skateboard and graffiti culture from the 80s through the early 2000s, the Lords of Zee.Town collection is an homage to Zee.Dog's roots. This sticker bundle comes with 5 different stickers. Perfect for your water bottle, laptop and more. </span><br></p>","<p><span>Comemorando a cultura do skate e da grafite dos anos 80 até o início dos anos 2000, a coleção Lords of Zee.Town da Zee.Dog é um tributo às suas raízes. Esta pack de adesivos vem com 5 adesivos diferentes. Ideal para seu garrafão de água, notebook e mais. </span><br></p>"
PRODUCT,'7931036762212,handle,pt-PT,,,"lords-of-zee-town-skull-blue-sticker","lords-de-zee-town-crânio-azul-etiqueta"
PRODUCT,'7931036762212,product_type,pt-PT,,,"Sticker","Adesivo"
PRODUCT,'7931038859364,title,pt-PT,,,"LORDS OF ZEE.TOWN SKULL PINK STICKER","SENHOR(ES) DA CIDADE DO ZEE.TOWN CHICOTE ROSA EM LABEL"
PRODUCT,'7931038859364,body_html,pt-PT,,,"",""
PRODUCT,'7931038859364,handle,pt-PT,,,"lords-of-zee-town-skull-pink-sticker","lords-de-vila-do-zee-cabeça-rosada-etiqueta"
PRODUCT,'7931038859364,product_type,pt-PT,,,"Sticker","Adesivo"
PRODUCT,'7931041185892,title,pt-PT,,,"LORDS OF ZEE.TOWN SKULL GREEN STICKER","LORDS OF ZEE.TOWN CALAVERA VERDE ETiqueta"
PRODUCT,'7931041185892,body_html,pt-PT,,,"",""
PRODUCT,'7931041185892,handle,pt-PT,,,"lords-of-zee-town-skull-green-sticker","senhores-da-vila-de-zee-cidade-cranio-verde-etiqueta"
PRODUCT,'7931041185892,product_type,pt-PT,,,"Sticker","Adesivo"
PRODUCT,'7931043512420,title,pt-PT,,,"LORDS OF ZEE.TOWN EYE STICKER","LORDS DE ZEE.TOWN OLHAR ADHESIVO"
PRODUCT,'7931043512420,body_html,pt-PT,,,"",""
PRODUCT,'7931043512420,handle,pt-PT,,,"lords-of-zee-town-eye-sticker","senhores-da-vila-de-zee-sticker-olho"
PRODUCT,'7931043512420,product_type,pt-PT,,,"Sticker","Adesivo"
PRODUCT,'7931046101092,title,pt-PT,,,"LORDS OF ZEE.TOWN ZMILEY STICKER","SENHORES DE ZEE.TOWN ZMILEY ADHESIVO"
PRODUCT,'7931046101092,body_html,pt-PT,,,"",""
PRODUCT,'7931046101092,handle,pt-PT,,,"lords-of-zee-town-zmiley-sticker","lords-of-cidade-de-zee-smiley-stickers"
PRODUCT,'7931046101092,product_type,pt-PT,,,"Sticker","Adesivo"
PRODUCT,'7931051049060,title,pt-PT,,,"LORDS OF ZEE.TOWN MANIFESTO STICKER","MANIFIESTO DA CIDADE DO ZEE.TOWN - ETIGETA DE ADHESIVO"
PRODUCT,'7931051049060,body_html,pt-PT,,,"<p><span>Celebrating the skateboard and graffiti culture from the 80s through the early 2000s, the Lords of Zee.Town collection is an homage to Zee.Dog's roots. This sticker bundle comes with 5 different stickers. Perfect for your water bottle, laptop and more. </span><br></p>","<p><span>Comemorando a cultura do skate e da grafite dos anos 80 até o início dos anos 2000, a coleção Lords of Zee.Town da Zee.Dog é um tributo às suas raízes. Esta pack de adesivos vem com 5 adesivos diferentes. Ideal para seu garrafão de água, notebook e mais. </span><br></p>"
